Data,Count,NumeroPostingType,NomePostingType,CompanyId
2018-02-15,23,65,SalesPckSlipRevenueOffsetAccou,IT01
2018-02-15,5,249,BankStatement,IT01
2018-02-16,22,4,Tax,IT01
2018-02-16,31,14,LedgerJournal,IT01
2018-02-16,16,20,Bank,IT01
2018-02-16,1,23,TaxWithhold,IT01
2018-02-16,21,41,VendBalance,IT01
2018-02-16,8,48,VendSettlement,IT01
2018-02-16,3,83,PurchOffsetAccountPckSlp,IT01
2018-02-16,3,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-16,7,249,BankStatement,IT01
2018-02-19,11,4,Tax,IT01
2018-02-19,2,14,LedgerJournal,IT01
2018-02-19,2,20,Bank,IT01
2018-02-19,14,31,CustBalance,IT01
2018-02-19,1,41,VendBalance,IT01
2018-02-19,13,51,SalesRevenue,IT01
2018-02-19,13,64,SalesPckSlipRevenue,IT01
2018-02-19,13,65,SalesPckSlipRevenueOffsetAccou,IT01
2018-02-19,18,83,PurchOffsetAccountPckSlp,IT01
2018-02-19,18,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-19,2,249,BankStatement,IT01
2018-02-20,120,4,Tax,IT01
2018-02-20,63,14,LedgerJournal,IT01
2018-02-20,2,20,Bank,IT01
2018-02-20,2,23,TaxWithhold,IT01
2018-02-20,13,31,CustBalance,IT01
2018-02-20,11,41,VendBalance,IT01
2018-02-20,4,48,VendSettlement,IT01
2018-02-20,13,51,SalesRevenue,IT01
2018-02-20,16,64,SalesPckSlipRevenue,IT01
2018-02-20,16,65,SalesPckSlipRevenueOffsetAccou,IT01
2018-02-20,11,83,PurchOffsetAccountPckSlp,IT01
2018-02-20,11,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-20,2,236,PurchExpense,IT01
2018-02-21,46,4,Tax,IT01
2018-02-21,111,14,LedgerJournal,IT01
2018-02-21,51,20,Bank,IT01
2018-02-21,12,31,CustBalance,IT01
2018-02-21,16,40,CustSettlement,IT01
2018-02-21,50,41,VendBalance,IT01
2018-02-21,2,48,VendSettlement,IT01
2018-02-21,15,51,SalesRevenue,IT01
2018-02-21,25,64,SalesPckSlipRevenue,IT01
2018-02-21,25,65,SalesPckSlipRevenueOffsetAccou,IT01
2018-02-21,8,83,PurchOffsetAccountPckSlp,IT01
2018-02-21,7,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-21,5,236,PurchExpense,IT01
2018-02-21,49,249,BankStatement,IT01
2018-02-22,33,4,Tax,IT01
2018-02-22,41,14,LedgerJournal,IT01
2018-02-22,22,20,Bank,IT01
2018-02-22,15,31,CustBalance,IT01
2018-02-22,14,40,CustSettlement,IT01
2018-02-22,32,41,VendBalance,IT01
2018-02-22,80,48,VendSettlement,IT01
2018-02-22,5,51,SalesRevenue,IT01
2018-02-22,11,64,SalesPckSlipRevenue,IT01
2018-02-22,11,65,SalesPckSlipRevenueOffsetAccou,IT01
2018-02-22,54,83,PurchOffsetAccountPckSlp,IT01
2018-02-22,35,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-22,29,236,PurchExpense,IT01
2018-02-23,31,4,Tax,IT01
2018-02-23,51,14,LedgerJournal,IT01
2018-02-23,11,20,Bank,IT01
2018-02-23,1,23,TaxWithhold,IT01
2018-02-23,31,31,CustBalance,IT01
2018-02-23,32,41,VendBalance,IT01
2018-02-23,8,48,VendSettlement,IT01
2018-02-23,2,51,SalesRevenue,IT01
2018-02-23,3,64,SalesPckSlipRevenue,IT01
2018-02-23,3,65,SalesPckSlipRevenueOffsetAccou,IT01
2018-02-23,24,83,PurchOffsetAccountPckSlp,IT01
2018-02-23,24,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-23,10,236,PurchExpense,IT01
2018-02-24,27,14,LedgerJournal,IT01
2018-02-27,33,4,Tax,IT01
2018-02-27,29,14,LedgerJournal,IT01
2018-02-27,2,20,Bank,IT01
2018-02-27,1,31,CustBalance,IT01
2018-02-27,17,41,VendBalance,IT01
2018-02-27,24,83,PurchOffsetAccountPckSlp,IT01
2018-02-27,2,161,FixedAssetsDebit,IT01
2018-02-27,1,162,FixedAssetsCredit,IT01
2018-02-27,21,203,PurchPckSlpPurchaseOffsetAccou,IT01
2018-02-27,14,236,PurchExpense,IT01
2018-02-28,15,4,Tax,IT01
2018-02-28,381,14,LedgerJournal,IT01
2018-02-28,12,31,CustBalance,IT01
2018-02-28,1,41,VendBalance,IT01
2018-02-28,10,51,SalesRevenue,IT01
