item_id,timestamp,ACT01,ACT03,ACT04,ACT07,ACT09,ACT13,ACT15,ACT17,ACT32,ACT44,target
GB02,2021-03-22,198.0,4329.0,26.0,1.0,2960.0,19.0,0.0,0.0,94.0,0.0,7627.0
GB02,2021-03-29,269.0,1627.0,4.0,702.0,3718.0,3.0,0.0,0.0,2511.0,0.0,8834.0
GB02,2021-04-05,1184.0,173.0,632.0,5464.0,2621.0,26.0,1069.0,1066.0,6230.0,0.0,18465.0
GB02,2021-04-12,11.0,304.0,16.0,173.0,2029.0,13.0,0.0,0.0,182.0,0.0,2728.0
GB02,2021-04-19,244.0,5305.0,252.0,111.0,3388.0,7.0,5.0,2.0,146.0,0.0,9460.0
GB02,2021-04-26,13.0,267.0,118.0,97.0,2231.0,9.0,0.0,0.0,129.0,0.0,2864.0
GB02,2021-05-03,1506.0,1579.0,752.0,5854.0,3479.0,40.0,1071.0,1065.0,8311.0,0.0,23657.0
GB02,2021-05-10,42.0,548.0,108.0,125.0,2194.0,0.0,0.0,0.0,152.0,0.0,3169.0
GB02,2021-05-17,91.0,2344.0,150.0,69.0,3127.0,64.0,0.0,0.0,311.0,0.0,6156.0
GB02,2021-05-24,41.0,2359.0,22.0,129.0,2338.0,16.0,0.0,0.0,212.0,0.0,5117.0
GB02,2021-05-31,1586.0,1678.0,842.0,5793.0,3968.0,12.0,1116.0,1070.0,8201.0,0.0,24266.0
GB02,2021-06-07,41.0,4.0,4.0,46.0,2235.0,11.0,0.0,0.0,134.0,0.0,2475.0
GB02,2021-06-14,80.0,2851.0,170.0,2.0,2341.0,16.0,0.0,0.0,13.0,0.0,5473.0
GB02,2021-06-21,81.0,2365.0,12.0,152.0,2343.0,2.0,0.0,0.0,234.0,0.0,5189.0
GB02,2021-06-28,1040.0,2025.0,36.0,344.0,2372.0,27.0,0.0,0.0,2534.0,0.0,8378.0
GB02,2021-07-05,493.0,113.0,696.0,5572.0,2158.0,12.0,1167.0,1125.0,6507.0,0.0,17843.0
GB02,2021-07-12,49.0,774.0,212.0,55.0,3746.0,11.0,5.0,4.0,70.0,0.0,4926.0
GB02,2021-07-19,47.0,5052.0,124.0,143.0,3568.0,16.0,0.0,0.0,352.0,0.0,9302.0
GB02,2021-07-26,46.0,8.0,0.0,67.0,2192.0,1.0,0.0,0.0,69.0,0.0,2383.0
GB02,2021-08-02,1453.0,2236.0,656.0,5961.0,3439.0,42.0,1068.0,1067.0,9017.0,0.0,24939.0
GB02,2021-08-09,69.0,661.0,194.0,100.0,3198.0,19.0,0.0,0.0,130.0,0.0,4371.0
GB02,2021-08-16,92.0,3153.0,0.0,93.0,2616.0,22.0,0.0,0.0,315.0,0.0,6291.0
GB02,2021-08-23,58.0,2372.0,4.0,1.0,3209.0,10.0,0.0,0.0,5.0,0.0,5659.0
GB02,2021-08-30,1420.0,1929.0,8.0,5806.0,3117.0,23.0,16.0,10.0,7913.0,0.0,20242.0
GB02,2021-09-06,152.0,89.0,736.0,4.0,1525.0,2.0,1075.0,1071.0,741.0,0.0,5395.0
GB02,2021-09-13,134.0,781.0,204.0,43.0,2015.0,11.0,0.0,0.0,93.0,0.0,3281.0
GB02,2021-09-20,21.0,4992.0,16.0,97.0,3231.0,22.0,3.0,0.0,79.0,0.0,8461.0
GB02,2021-09-27,119.0,161.0,70.0,187.0,2725.0,3.0,0.0,0.0,351.0,0.0,3616.0
GB02,2021-10-04,812.0,1715.0,656.0,5769.0,3309.0,39.0,1099.0,1083.0,8165.0,0.0,22647.0
GB02,2021-10-11,53.0,775.0,208.0,94.0,2171.0,20.0,0.0,0.0,158.0,0.0,3479.0
GB02,2021-10-18,66.0,2188.0,44.0,84.0,2586.0,5.0,0.0,0.0,87.0,0.0,5060.0
GB02,2021-10-25,165.0,2486.0,12.0,46.0,2464.0,6.0,22.0,16.0,182.0,0.0,5399.0
GB02,2021-11-01,2201.0,1681.0,640.0,6052.0,4691.0,32.0,1163.0,1146.0,8759.0,0.0,26365.0
GB02,2021-11-08,58.0,835.0,196.0,0.0,1217.0,19.0,0.0,0.0,21.0,0.0,2346.0
GB02,2021-11-15,73.0,2069.0,4.0,137.0,2763.0,2.0,0.0,0.0,140.0,0.0,5188.0
GB02,2021-11-22,71.0,817.0,0.0,107.0,1836.0,9.0,1.0,0.0,162.0,0.0,3003.0
GB02,2021-11-29,1583.0,1537.0,644.0,6240.0,3084.0,38.0,284.0,168.0,8333.0,0.0,21911.0
GB02,2021-12-06,209.0,27.0,0.0,5.0,1196.0,2.0,1145.0,1129.0,503.0,0.0,4216.0
GB02,2021-12-13,326.0,957.0,0.0,115.0,1658.0,25.0,0.0,0.0,122.0,0.0,3203.0
GB02,2021-12-20,90.0,7.0,0.0,107.0,855.0,8.0,1.0,0.0,134.0,0.0,1202.0
GB02,2021-12-27,0.0,794.0,0.0,0.0,1176.0,1.0,0.0,0.0,1.0,0.0,1972.0
GB02,2022-01-03,1965.0,1523.0,568.0,6024.0,3537.0,36.0,1227.0,1152.0,8543.0,0.0,24575.0
GB02,2022-01-10,196.0,305.0,0.0,104.0,1384.0,14.0,0.0,0.0,125.0,0.0,2128.0
GB02,2022-01-17,53.0,611.0,0.0,52.0,1647.0,4.0,0.0,0.0,60.0,0.0,2427.0
GB02,2022-01-24,91.0,751.0,0.0,77.0,1778.0,2.0,14.0,12.0,95.0,0.0,2820.0
GB02,2022-01-31,1393.0,1530.0,488.0,6087.0,2974.0,31.0,0.0,0.0,8269.0,0.0,20772.0
GB02,2022-02-07,75.0,13.0,8.0,13.0,924.0,2.0,1138.0,1138.0,629.0,26619.0,30559.0
GB02,2022-02-14,200.0,278.0,0.0,137.0,1628.0,19.0,0.0,0.0,125.0,0.0,2387.0
GB02,2022-02-21,117.0,1354.0,0.0,149.0,2338.0,4.0,0.0,0.0,194.0,0.0,4156.0
GB02,2022-02-28,1539.0,1519.0,544.0,6021.0,2675.0,30.0,1128.0,1056.0,8811.0,0.0,23323.0
GB02,2022-03-07,95.0,71.0,0.0,61.0,1399.0,5.0,0.0,0.0,73.0,0.0,1704.0
GB02,2022-03-14,205.0,863.0,0.0,74.0,1898.0,18.0,0.0,0.0,103.0,0.0,3161.0
GB02,2022-03-21,96.0,760.0,0.0,40.0,1586.0,4.0,0.0,0.0,4.0,0.0,2490.0
GB02,2022-03-28,794.0,31.0,0.0,6149.0,3197.0,2.0,0.0,0.0,6298.0,0.0,16471.0
GB02,2022-04-04,1033.0,1599.0,496.0,331.0,1173.0,33.0,1043.0,1017.0,2945.0,0.0,9670.0
GB02,2022-04-11,115.0,210.0,0.0,78.0,1109.0,2.0,0.0,0.0,77.0,0.0,1591.0
GB02,2022-04-18,20.0,3.0,0.0,52.0,964.0,5.0,0.0,0.0,56.0,0.0,1100.0
GB02,2022-04-25,202.0,1541.0,0.0,115.0,2534.0,18.0,0.0,0.0,145.0,0.0,4555.0
GB02,2022-05-02,1538.0,1478.0,556.0,6006.0,2777.0,48.0,1137.0,1025.0,8708.0,0.0,23273.0
GB02,2022-05-09,277.0,296.0,0.0,83.0,1493.0,14.0,4.0,0.0,97.0,0.0,2264.0
GB02,2022-05-16,182.0,751.0,0.0,50.0,1665.0,6.0,0.0,0.0,126.0,0.0,2780.0
GB02,2022-05-23,49.0,737.0,0.0,20.0,1465.0,8.0,0.0,0.0,70.0,0.0,2349.0
GB02,2022-05-30,1249.0,1535.0,0.0,305.0,1517.0,27.0,1.0,1.0,2345.0,0.0,6980.0
GB02,2022-06-06,500.0,71.0,1172.0,6047.0,2643.0,6.0,1185.0,1079.0,7092.0,0.0,19795.0
GB02,2022-06-13,261.0,352.0,0.0,77.0,566.0,7.0,10.0,2.0,77.0,0.0,1352.0
GB02,2022-06-20,58.0,1440.0,0.0,56.0,2814.0,15.0,0.0,0.0,55.0,0.0,4438.0
GB02,2022-06-27,819.0,8.0,0.0,5948.0,3217.0,20.0,7.0,6.0,6306.0,0.0,16331.0
GB02,2022-07-04,1135.0,1524.0,1068.0,463.0,1326.0,28.0,1281.0,1094.0,3076.0,0.0,10995.0
GB02,2022-07-11,473.0,389.0,0.0,143.0,1311.0,21.0,0.0,0.0,145.0,0.0,2482.0
GB02,2022-07-18,150.0,656.0,2.0,77.0,1735.0,8.0,2.0,0.0,327.0,0.0,2957.0
GB02,2022-07-25,91.0,765.0,4.0,72.0,1648.0,7.0,0.0,0.0,94.0,0.0,2681.0
GB02,2022-08-01,1553.0,1553.0,620.0,5806.0,3183.0,38.0,1206.0,1139.0,8336.0,0.0,23434.0
GB02,2022-08-08,289.0,252.0,0.0,16.0,518.0,3.0,0.0,0.0,5.0,0.0,1083.0
GB02,2022-08-15,116.0,639.0,0.0,4.0,1121.0,8.0,0.0,0.0,0.0,0.0,1888.0
GB02,2022-08-22,1325.0,29.0,0.0,38.0,1324.0,13.0,10.0,8.0,86.0,0.0,2833.0
GB02,2022-08-29,524.0,771.0,0.0,5648.0,3540.0,13.0,5.0,4.0,5754.0,0.0,16259.0
GB02,2022-09-05,683.0,1651.0,680.0,241.0,1098.0,46.0,1309.0,1215.0,2989.0,0.0,9912.0
GB02,2022-09-12,339.0,1615.0,0.0,5.0,2298.0,30.0,0.0,0.0,19.0,0.0,4306.0
GB02,2022-09-19,33.0,31.0,0.0,135.0,930.0,2.0,0.0,0.0,311.0,0.0,1442.0
GB02,2022-09-26,137.0,7.0,4.0,180.0,1017.0,3.0,33.0,32.0,203.0,0.0,1616.0
GB02,2022-10-03,2196.0,1777.0,572.0,5916.0,2824.0,39.0,230.0,228.0,8781.0,0.0,22563.0
GB02,2022-10-10,225.0,1693.0,552.0,12.0,3003.0,24.0,1278.0,1169.0,313.0,0.0,8269.0
GB02,2022-10-17,162.0,108.0,0.0,193.0,1168.0,9.0,0.0,0.0,237.0,0.0,1877.0
GB02,2022-10-24,192.0,27.0,0.0,8.0,887.0,7.0,0.0,0.0,55.0,0.0,1176.0
GB02,2022-10-31,1216.0,1437.0,296.0,5955.0,2853.0,43.0,0.0,0.0,8175.0,0.0,19975.0
GB02,2022-11-07,514.0,138.0,964.0,68.0,867.0,1.0,1336.0,1247.0,694.0,0.0,5829.0
GB02,2022-11-14,409.0,1050.0,0.0,12.0,2138.0,10.0,0.0,0.0,6.0,0.0,3625.0
GB02,2022-11-21,228.0,702.0,0.0,98.0,1409.0,0.0,0.0,0.0,131.0,0.0,2568.0
GB02,2022-11-28,659.0,41.0,0.0,6032.0,2936.0,19.0,11.0,10.0,6416.0,0.0,16124.0
GB02,2022-12-05,1059.0,1521.0,636.0,281.0,748.0,36.0,1220.0,1200.0,2914.0,0.0,9615.0
GB02,2022-12-12,148.0,43.0,0.0,106.0,984.0,0.0,6.0,5.0,137.0,0.0,1429.0
GB02,2022-12-19,196.0,1464.0,0.0,149.0,2179.0,5.0,0.0,0.0,242.0,0.0,4235.0
GB02,2022-12-26,139.0,99.0,0.0,0.0,365.0,21.0,0.0,0.0,33.0,0.0,657.0
GB02,2023-01-02,907.0,1437.0,1168.0,5795.0,4010.0,53.0,0.0,0.0,8249.0,0.0,21619.0
GB02,2023-01-09,108.0,237.0,1048.0,56.0,1382.0,17.0,1465.0,1233.0,378.0,0.0,5924.0
GB02,2023-01-16,162.0,1350.0,0.0,121.0,2245.0,40.0,628.0,8.0,207.0,0.0,4761.0
GB02,2023-01-23,708.0,82.0,16.0,53.0,762.0,6.0,14.0,14.0,66.0,0.0,1721.0
GB02,2023-01-30,1756.0,1465.0,0.0,6221.0,3239.0,44.0,0.0,0.0,8548.0,28668.0,49941.0
GB02,2023-02-06,90.0,45.0,536.0,6.0,867.0,3.0,1359.0,1250.0,826.0,0.0,4982.0
GB02,2023-02-13,187.0,216.0,0.0,8.0,1160.0,14.0,0.0,0.0,36.0,0.0,1621.0
GB02,2023-02-20,153.0,1351.0,0.0,126.0,2151.0,19.0,0.0,0.0,121.0,0.0,3921.0
GB02,2023-02-27,938.0,1602.0,0.0,6230.0,3025.0,25.0,56.0,54.0,8412.0,0.0,20342.0
GB02,2023-03-06,454.0,26.0,992.0,1.0,1297.0,4.0,1580.0,1334.0,1108.0,0.0,6796.0
GB02,2023-03-13,259.0,354.0,0.0,158.0,1044.0,4.0,0.0,0.0,140.0,0.0,1959.0
GB02,2023-03-20,181.0,1570.0,0.0,0.0,2513.0,15.0,0.0,0.0,82.0,0.0,4361.0
GB02,2023-03-27,852.0,22.0,0.0,170.0,946.0,10.0,0.0,0.0,196.0,0.0,2196.0
GB02,2023-04-03,1774.0,1633.0,672.0,6544.0,3443.0,53.0,1711.0,1556.0,10146.0,0.0,27532.0
GB02,2023-04-10,156.0,1258.0,0.0,95.0,769.0,2.0,0.0,0.0,581.0,0.0,2861.0
GB02,2023-04-17,234.0,1319.0,0.0,5.0,2583.0,8.0,0.0,0.0,558.0,0.0,4707.0
GB02,2023-04-24,46.0,1874.0,4.0,81.0,2069.0,9.0,0.0,0.0,640.0,0.0,4723.0
IT01,2019-12-30,1228.0,87.0,0.0,195.0,188.0,32.0,1817.0,1255.0,2811.0,0.0,7613.0
IT01,2020-01-06,87.0,63.0,0.0,5.0,8.0,0.0,0.0,0.0,227.0,0.0,390.0
IT01,2020-01-13,161.0,10.0,0.0,14.0,0.0,49.0,1.0,0.0,467.0,0.0,702.0
IT01,2020-01-20,437.0,143.0,0.0,86.0,67.0,110.0,0.0,0.0,98.0,0.0,941.0
IT01,2020-01-27,403.0,457.0,0.0,178.0,108.0,48.0,7.0,0.0,269.0,0.0,1470.0
IT01,2020-02-03,457.0,65.0,0.0,450.0,102.0,25.0,712.0,182.0,3020.0,0.0,5013.0
IT01,2020-02-10,111.0,28.0,0.0,4.0,11.0,43.0,26.0,0.0,357.0,0.0,580.0
IT01,2020-02-17,429.0,51.0,0.0,313.0,28.0,38.0,3.0,0.0,375.0,0.0,1237.0
IT01,2020-02-24,676.0,412.0,0.0,283.0,124.0,31.0,357.0,7.0,173.0,0.0,2063.0
IT01,2020-03-02,552.0,125.0,0.0,224.0,111.0,81.0,706.0,178.0,1942.0,0.0,3919.0
IT01,2020-03-09,360.0,46.0,0.0,248.0,73.0,64.0,0.0,0.0,2759.0,0.0,3550.0
IT01,2020-03-16,626.0,163.0,0.0,258.0,127.0,48.0,28.0,0.0,109.0,0.0,1359.0
IT01,2020-03-23,652.0,14.0,0.0,388.0,121.0,39.0,0.0,0.0,184.0,0.0,1398.0
IT01,2020-03-30,464.0,514.0,0.0,307.0,253.0,67.0,721.0,182.0,1578.0,0.0,4086.0
IT01,2020-04-06,188.0,102.0,0.0,26.0,61.0,95.0,0.0,0.0,403.0,0.0,875.0
IT01,2020-04-13,208.0,1.0,0.0,259.0,3.0,4.0,0.0,0.0,363.0,0.0,838.0
IT01,2020-04-20,379.0,61.0,0.0,236.0,84.0,76.0,20.0,18.0,406.0,0.0,1280.0
IT01,2020-04-27,829.0,377.0,0.0,427.0,76.0,48.0,818.0,280.0,204.0,0.0,3059.0
IT01,2020-05-04,189.0,58.0,0.0,208.0,199.0,33.0,3.0,0.0,1694.0,0.0,2384.0
IT01,2020-05-11,220.0,56.0,0.0,139.0,34.0,76.0,114.0,101.0,458.0,0.0,1198.0
IT01,2020-05-18,517.0,8.0,0.0,39.0,40.0,21.0,41.0,3.0,336.0,0.0,1005.0
IT01,2020-05-25,597.0,91.0,0.0,393.0,115.0,59.0,21.0,5.0,172.0,0.0,1453.0
IT01,2020-06-01,248.0,381.0,0.0,295.0,161.0,31.0,692.0,179.0,1747.0,0.0,3734.0
IT01,2020-06-08,284.0,18.0,0.0,90.0,48.0,70.0,0.0,0.0,60.0,0.0,570.0
IT01,2020-06-15,373.0,17.0,0.0,228.0,41.0,70.0,0.0,0.0,927.0,0.0,1656.0
IT01,2020-06-22,176.0,21.0,0.0,348.0,48.0,25.0,2.0,2.0,105.0,0.0,727.0
IT01,2020-06-29,295.0,235.0,0.0,295.0,197.0,56.0,711.0,188.0,1492.0,0.0,3469.0
IT01,2020-07-06,309.0,306.0,0.0,4.0,119.0,2.0,0.0,0.0,695.0,0.0,1435.0
IT01,2020-07-13,280.0,59.0,0.0,219.0,71.0,142.0,0.0,0.0,301.0,0.0,1072.0
IT01,2020-07-20,749.0,38.0,0.0,269.0,20.0,46.0,81.0,2.0,203.0,0.0,1408.0
IT01,2020-07-27,398.0,325.0,0.0,290.0,301.0,40.0,709.0,184.0,395.0,0.0,2642.0
IT01,2020-08-03,165.0,44.0,0.0,189.0,225.0,19.0,1.0,0.0,1477.0,0.0,2120.0
IT01,2020-08-10,0.0,55.0,0.0,295.0,65.0,59.0,0.0,0.0,43.0,0.0,517.0
IT01,2020-08-17,56.0,2.0,0.0,0.0,15.0,29.0,0.0,0.0,14.0,0.0,116.0
IT01,2020-08-24,314.0,79.0,0.0,107.0,64.0,23.0,0.0,0.0,752.0,0.0,1339.0
IT01,2020-08-31,796.0,59.0,0.0,334.0,86.0,48.0,684.0,192.0,1733.0,0.0,3932.0
IT01,2020-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0
IT01,2020-09-14,222.0,235.0,0.0,292.0,85.0,1.0,0.0,0.0,707.0,0.0,1542.0
IT01,2020-09-21,867.0,7.0,0.0,252.0,42.0,0.0,309.0,302.0,89.0,0.0,1868.0
IT01,2020-09-28,392.0,163.0,0.0,207.0,151.0,188.0,672.0,184.0,356.0,0.0,2313.0
IT01,2020-10-05,137.0,4.0,0.0,92.0,10.0,5.0,0.0,0.0,1550.0,0.0,1798.0
IT01,2020-10-12,294.0,17.0,0.0,80.0,3.0,0.0,1.0,0.0,459.0,0.0,854.0
IT01,2020-10-19,429.0,180.0,0.0,198.0,283.0,177.0,421.0,415.0,377.0,0.0,2480.0
IT01,2020-10-26,718.0,338.0,0.0,379.0,106.0,34.0,9.0,0.0,77.0,0.0,1661.0
IT01,2020-11-02,281.0,171.0,0.0,269.0,71.0,30.0,660.0,176.0,2063.0,0.0,3721.0
IT01,2020-11-09,150.0,51.0,0.0,335.0,99.0,60.0,0.0,0.0,1218.0,5822.0,7735.0
IT01,2020-11-16,233.0,166.0,0.0,219.0,66.0,35.0,0.0,0.0,315.0,0.0,1034.0
IT01,2020-11-23,841.0,302.0,0.0,295.0,236.0,59.0,414.0,400.0,41.0,0.0,2588.0
IT01,2020-11-30,460.0,88.0,0.0,284.0,118.0,43.0,666.0,162.0,1933.0,0.0,3754.0
IT01,2020-12-07,112.0,37.0,0.0,153.0,43.0,54.0,0.0,0.0,58.0,0.0,457.0
IT01,2020-12-14,633.0,56.0,0.0,421.0,205.0,37.0,208.0,195.0,534.0,0.0,2289.0
IT01,2020-12-21,607.0,53.0,0.0,265.0,50.0,56.0,3.0,0.0,488.0,0.0,1522.0
IT01,2020-12-28,1432.0,583.0,0.0,288.0,320.0,79.0,3178.0,172.0,826.0,0.0,6878.0
IT01,2021-01-04,203.0,28.0,0.0,155.0,38.0,9.0,1.0,0.0,1767.0,0.0,2201.0
IT01,2021-01-18,174.0,19.0,0.0,322.0,36.0,163.0,1.0,0.0,222.0,9510.0,10447.0
IT01,2021-01-25,103.0,436.0,0.0,561.0,167.0,57.0,0.0,0.0,854.0,0.0,2178.0
IT01,2021-02-01,711.0,65.0,0.0,279.0,109.0,25.0,538.0,148.0,2099.0,0.0,3974.0
IT01,2021-02-08,143.0,0.0,0.0,127.0,1.0,0.0,0.0,0.0,53.0,0.0,324.0
IT01,2021-02-15,266.0,8.0,0.0,170.0,2.0,22.0,2.0,0.0,495.0,0.0,965.0
IT01,2021-02-22,832.0,513.0,0.0,518.0,168.0,151.0,13.0,0.0,272.0,0.0,2467.0
IT01,2021-03-01,255.0,37.0,0.0,239.0,169.0,26.0,530.0,142.0,2075.0,0.0,3473.0
IT01,2021-03-08,222.0,27.0,0.0,256.0,28.0,71.0,0.0,0.0,506.0,0.0,1110.0
IT01,2021-03-15,267.0,16.0,0.0,147.0,40.0,39.0,4.0,2.0,22.0,0.0,537.0
IT01,2021-03-22,262.0,18.0,0.0,270.0,83.0,59.0,1.0,0.0,346.0,0.0,1039.0
IT01,2021-03-29,417.0,380.0,0.0,432.0,169.0,44.0,24.0,4.0,147.0,0.0,1617.0
IT01,2021-04-05,573.0,51.0,0.0,62.0,181.0,6.0,538.0,149.0,1926.0,0.0,3486.0
IT01,2021-04-12,353.0,50.0,0.0,117.0,47.0,112.0,89.0,80.0,512.0,0.0,1360.0
IT01,2021-04-19,381.0,44.0,0.0,57.0,56.0,35.0,10.0,8.0,295.0,0.0,886.0
IT01,2021-04-26,281.0,357.0,0.0,474.0,132.0,65.0,3.0,2.0,159.0,0.0,1473.0
IT01,2021-05-03,340.0,83.0,0.0,324.0,54.0,30.0,538.0,151.0,1946.0,0.0,3466.0
IT01,2021-05-10,266.0,25.0,0.0,146.0,29.0,59.0,0.0,0.0,559.0,0.0,1084.0
IT01,2021-05-17,261.0,5.0,0.0,76.0,11.0,23.0,2.0,0.0,82.0,0.0,460.0
IT01,2021-05-24,533.0,182.0,0.0,331.0,149.0,55.0,5.0,0.0,248.0,0.0,1503.0
IT01,2021-05-31,406.0,204.0,0.0,542.0,255.0,50.0,68.0,37.0,1851.0,0.0,3413.0
IT01,2021-06-07,183.0,15.0,0.0,0.0,19.0,39.0,478.0,113.0,689.0,0.0,1536.0
IT01,2021-06-14,398.0,64.0,0.0,210.0,18.0,46.0,1.0,0.0,86.0,0.0,823.0
IT01,2021-06-21,232.0,14.0,0.0,331.0,254.0,51.0,11.0,10.0,337.0,0.0,1240.0
IT01,2021-06-28,571.0,398.0,0.0,594.0,154.0,46.0,541.0,157.0,1637.0,0.0,4098.0
IT01,2021-07-05,189.0,14.0,0.0,108.0,8.0,1.0,7.0,0.0,262.0,0.0,589.0
IT01,2021-07-12,271.0,51.0,0.0,303.0,44.0,108.0,0.0,0.0,556.0,0.0,1333.0
IT01,2021-07-19,517.0,13.0,0.0,314.0,79.0,27.0,0.0,0.0,217.0,0.0,1167.0
IT01,2021-07-26,832.0,83.0,0.0,271.0,195.0,88.0,845.0,447.0,294.0,0.0,3055.0
IT01,2021-08-02,229.0,410.0,0.0,354.0,119.0,127.0,0.0,0.0,2051.0,0.0,3290.0
IT01,2021-08-09,3.0,29.0,0.0,581.0,14.0,80.0,0.0,0.0,65.0,0.0,772.0
IT01,2021-08-16,66.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
IT01,2021-08-23,339.0,7.0,0.0,45.0,52.0,54.0,0.0,0.0,548.0,0.0,1045.0
IT01,2021-08-30,683.0,268.0,0.0,523.0,120.0,86.0,628.0,253.0,2066.0,0.0,4627.0
IT01,2021-09-06,388.0,51.0,0.0,28.0,16.0,54.0,2.0,0.0,383.0,0.0,922.0
IT01,2021-09-13,381.0,234.0,0.0,259.0,150.0,132.0,0.0,0.0,475.0,0.0,1631.0
IT01,2021-09-20,260.0,19.0,0.0,182.0,170.0,52.0,3.0,0.0,262.0,0.0,948.0
IT01,2021-09-27,672.0,312.0,0.0,436.0,352.0,146.0,517.0,142.0,116.0,0.0,2693.0
IT01,2021-10-04,364.0,36.0,0.0,252.0,21.0,10.0,0.0,0.0,2124.0,0.0,2807.0
IT01,2021-10-11,386.0,48.0,0.0,333.0,35.0,85.0,0.0,0.0,564.0,0.0,1451.0
IT01,2021-10-18,148.0,3.0,0.0,228.0,24.0,28.0,10.0,8.0,24.0,0.0,473.0
IT01,2021-10-25,874.0,62.0,0.0,360.0,145.0,30.0,6039.0,6024.0,271.0,0.0,13805.0
IT01,2021-11-01,858.0,425.0,0.0,572.0,172.0,175.0,1.0,1.0,2029.0,0.0,4233.0
IT01,2021-11-08,184.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,382.0,0.0,727.0
IT01,2021-11-15,262.0,23.0,0.0,169.0,151.0,90.0,1.0,0.0,369.0,0.0,1065.0
IT01,2021-11-22,558.0,49.0,0.0,589.0,47.0,65.0,1110.0,351.0,63.0,0.0,2832.0
IT01,2021-11-29,1462.0,128.0,0.0,451.0,128.0,206.0,552.0,133.0,2371.0,0.0,5431.0
IT01,2021-12-06,471.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,809.0,0.0,1295.0
IT01,2021-12-13,1181.0,2.0,0.0,284.0,5.0,39.0,524.0,144.0,158.0,0.0,2337.0
IT01,2021-12-20,1533.0,51.0,0.0,164.0,66.0,86.0,4.0,4.0,527.0,0.0,2435.0
IT01,2021-12-27,1955.0,167.0,0.0,570.0,176.0,77.0,13.0,8.0,100.0,0.0,3066.0
IT01,2022-01-03,557.0,89.0,0.0,367.0,39.0,203.0,2.0,2.0,2498.0,0.0,3757.0
IT01,2022-01-17,166.0,0.0,0.0,363.0,0.0,1.0,0.0,0.0,323.0,9483.0,10336.0
IT01,2022-01-24,461.0,39.0,0.0,692.0,24.0,190.0,2.0,0.0,374.0,0.0,1782.0
IT01,2022-01-31,744.0,142.0,0.0,1003.0,138.0,152.0,528.0,153.0,3095.0,0.0,5955.0
IT01,2022-02-07,203.0,5.0,0.0,103.0,3.0,7.0,0.0,0.0,702.0,0.0,1023.0
IT01,2022-02-14,401.0,37.0,0.0,231.0,53.0,103.0,0.0,0.0,40.0,0.0,865.0
IT01,2022-02-21,658.0,20.0,0.0,320.0,100.0,38.0,16.0,12.0,404.0,0.0,1568.0
IT01,2022-02-28,436.0,108.0,0.0,507.0,105.0,180.0,572.0,157.0,2044.0,0.0,4109.0
IT01,2022-03-07,52.0,32.0,0.0,185.0,0.0,0.0,281.0,280.0,623.0,0.0,1453.0
IT01,2022-03-14,381.0,25.0,0.0,333.0,48.0,107.0,18.0,0.0,79.0,0.0,991.0
IT01,2022-03-21,549.0,18.0,0.0,419.0,23.0,42.0,823.0,178.0,288.0,0.0,2340.0
IT01,2022-03-28,563.0,81.0,0.0,210.0,191.0,34.0,0.0,0.0,243.0,0.0,1322.0
IT01,2022-04-04,350.0,69.0,0.0,276.0,48.0,182.0,0.0,0.0,2242.0,0.0,3167.0
IT01,2022-04-11,286.0,33.0,0.0,248.0,33.0,101.0,0.0,0.0,534.0,0.0,1235.0
IT01,2022-04-18,201.0,31.0,0.0,140.0,24.0,76.0,10446.0,0.0,333.0,0.0,11251.0
IT01,2022-04-25,397.0,56.0,0.0,230.0,96.0,51.0,3.0,0.0,66.0,0.0,899.0
IT01,2022-05-02,788.0,29.0,0.0,396.0,30.0,111.0,515.0,145.0,2060.0,0.0,4074.0
IT01,2022-05-09,137.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,495.0,0.0,756.0
IT01,2022-05-16,153.0,27.0,0.0,76.0,2.0,24.0,0.0,0.0,157.0,0.0,439.0
IT01,2022-05-23,452.0,28.0,0.0,387.0,57.0,158.0,506.0,138.0,352.0,0.0,2078.0
IT01,2022-05-30,912.0,198.0,0.0,514.0,178.0,261.0,14.0,10.0,1796.0,0.0,3883.0
IT01,2022-06-06,293.0,16.0,0.0,206.0,13.0,48.0,0.0,0.0,1054.0,0.0,1630.0
IT01,2022-06-13,185.0,32.0,0.0,154.0,13.0,29.0,6.0,5.0,161.0,0.0,585.0
IT01,2022-06-20,605.0,16.0,0.0,300.0,22.0,39.0,508.0,146.0,45.0,0.0,1681.0
IT01,2022-06-27,706.0,123.0,0.0,307.0,177.0,234.0,1.0,0.0,408.0,0.0,1956.0
IT01,2022-07-04,268.0,46.0,0.0,187.0,12.0,0.0,6.0,0.0,2168.0,0.0,2687.0
IT01,2022-07-11,142.0,4.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0
IT01,2022-07-18,508.0,58.0,0.0,327.0,47.0,119.0,1.0,0.0,219.0,0.0,1279.0
IT01,2022-07-25,1010.0,22.0,0.0,359.0,43.0,95.0,530.0,166.0,572.0,0.0,2797.0
