timestamp,item_id,target
2020-06-17,FR13,235
2020-06-17,GB02,12
2020-06-17,IT01,233
2020-06-17,PL01,47
2020-06-17,RO01,88
2020-06-18,FR13,221
2020-06-18,GB02,119
2020-06-18,IT01,435
2020-06-18,PL01,203
2020-06-18,RO01,204
2020-06-19,FR13,245
2020-06-19,GB02,8
2020-06-19,IT01,94
2020-06-19,PL01,1401
2020-06-19,RO01,172
2020-06-20,FR13,0
2020-06-20,GB02,0
2020-06-20,IT01,0
2020-06-20,PL01,2
2020-06-20,RO01,22
2020-06-21,FR13,0
2020-06-21,GB02,0
2020-06-21,IT01,0
2020-06-21,PL01,0
2020-06-21,RO01,0
2020-06-22,FR13,577
2020-06-22,GB02,17
2020-06-22,IT01,27
2020-06-22,PL01,138
2020-06-22,RO01,91
2020-06-23,FR13,942
2020-06-23,GB02,1592
2020-06-23,IT01,191
2020-06-23,PL01,40
2020-06-23,RO01,51
2020-06-24,FR13,826
2020-06-24,GB02,429
2020-06-24,IT01,264
2020-06-24,PL01,40
2020-06-24,RO01,123
2020-06-25,FR13,710
2020-06-25,GB02,561
2020-06-25,IT01,87
2020-06-25,PL01,120
2020-06-25,RO01,51
2020-06-26,FR13,596
2020-06-26,GB02,216
2020-06-26,IT01,158
2020-06-26,PL01,532
2020-06-26,RO01,61
2020-06-27,FR13,0
2020-06-27,GB02,0
2020-06-27,IT01,0
2020-06-27,PL01,0
2020-06-27,RO01,0
2020-06-28,FR13,0
2020-06-28,GB02,0
2020-06-28,IT01,0
2020-06-28,PL01,0
2020-06-28,RO01,0
2020-06-29,FR13,23524
2020-06-29,GB02,476
2020-06-29,IT01,230
2020-06-29,PL01,173
2020-06-29,RO01,132
2020-06-30,FR13,21792
2020-06-30,GB02,381
2020-06-30,IT01,157
2020-06-30,PL01,80
2020-06-30,RO01,4547
2020-07-01,FR13,1422
2020-07-01,GB02,6318
2020-07-01,IT01,1312
2020-07-01,PL01,48721
2020-07-01,RO01,244
2020-07-02,FR13,1982
2020-07-02,GB02,13696
2020-07-02,IT01,234
2020-07-02,PL01,1176
2020-07-02,RO01,2676
2020-07-03,FR13,984
2020-07-03,GB02,1060
2020-07-03,IT01,1476
2020-07-03,PL01,7931
2020-07-03,RO01,306
2020-07-04,FR13,0
2020-07-04,GB02,0
2020-07-04,IT01,60
2020-07-04,PL01,56
2020-07-04,RO01,14
2020-07-05,FR13,0
2020-07-05,GB02,23
2020-07-05,IT01,0
2020-07-05,PL01,117
2020-07-05,RO01,84
2020-07-06,FR13,631
2020-07-06,GB02,3529
2020-07-06,IT01,297
2020-07-06,PL01,4075
2020-07-06,RO01,417
2020-07-07,FR13,258
2020-07-07,GB02,294
2020-07-07,IT01,225
2020-07-07,PL01,1499
2020-07-07,RO01,1475
2020-07-08,FR13,217
2020-07-08,GB02,157
2020-07-08,IT01,0
2020-07-08,PL01,578
2020-07-08,RO01,246
2020-07-09,FR13,522
2020-07-09,GB02,1364
2020-07-09,IT01,1022
2020-07-09,PL01,152
2020-07-09,RO01,108
2020-07-10,FR13,639
2020-07-10,GB02,262
2020-07-10,IT01,73
2020-07-10,PL01,8391
2020-07-10,RO01,50
2020-07-11,FR13,0
2020-07-11,GB02,0
2020-07-11,IT01,0
2020-07-11,PL01,15541
2020-07-11,RO01,0
2020-07-12,FR13,0
2020-07-12,GB02,0
2020-07-12,IT01,0
2020-07-12,PL01,0
2020-07-12,RO01,0
2020-07-13,FR13,165
2020-07-13,GB02,135
2020-07-13,IT01,212
2020-07-13,PL01,86
2020-07-13,RO01,66
2020-07-14,FR13,16
2020-07-14,GB02,2
2020-07-14,IT01,184
2020-07-14,PL01,119
2020-07-14,RO01,13149
2020-07-15,FR13,800
2020-07-15,GB02,1080
2020-07-15,IT01,255
2020-07-15,PL01,198
2020-07-15,RO01,232
2020-07-16,FR13,354
2020-07-16,GB02,349
2020-07-16,IT01,37
2020-07-16,PL01,50
2020-07-16,RO01,0
2020-07-17,FR13,217
2020-07-17,GB02,21
2020-07-17,IT01,384
2020-07-17,PL01,422
2020-07-17,RO01,0
2020-07-18,FR13,0
2020-07-18,GB02,0
2020-07-18,IT01,0
2020-07-18,PL01,0
2020-07-18,RO01,0
2020-07-19,FR13,0
2020-07-19,GB02,0
2020-07-19,IT01,0
2020-07-19,PL01,0
2020-07-19,RO01,0
2020-07-20,FR13,779
2020-07-20,GB02,640
2020-07-20,IT01,422
2020-07-20,PL01,34
2020-07-20,RO01,4354
2020-07-21,FR13,384
2020-07-21,GB02,533
2020-07-21,IT01,224
2020-07-21,PL01,6622
2020-07-21,RO01,6136
2020-07-22,FR13,624
2020-07-22,GB02,703
2020-07-22,IT01,175
2020-07-22,PL01,43
2020-07-22,RO01,9
2020-07-23,FR13,350
2020-07-23,GB02,395
2020-07-23,IT01,199
2020-07-23,PL01,133
2020-07-23,RO01,310
2020-07-24,FR13,303
2020-07-24,GB02,50
2020-07-24,IT01,388
2020-07-24,PL01,305
2020-07-24,RO01,1416
2020-07-25,FR13,0
2020-07-25,GB02,0
2020-07-25,IT01,0
2020-07-25,PL01,0
2020-07-25,RO01,0
2020-07-26,FR13,0
2020-07-26,GB02,0
2020-07-26,IT01,0
2020-07-26,PL01,0
2020-07-26,RO01,0
2020-07-27,FR13,24152
2020-07-27,GB02,0
2020-07-27,IT01,380
2020-07-27,PL01,85
2020-07-27,RO01,1359
2020-07-28,FR13,613
2020-07-28,GB02,7425
2020-07-28,IT01,256
2020-07-28,PL01,70
2020-07-28,RO01,163
2020-07-29,FR13,866
2020-07-29,GB02,396
2020-07-29,IT01,1125
2020-07-29,PL01,38
2020-07-29,RO01,86
2020-07-30,FR13,20852
2020-07-30,GB02,250
2020-07-30,IT01,525
2020-07-30,PL01,214
